,Artist,Song,Lyrics
0,Don Everly,Yesterday Just Passed My Way Again,"I can't believe your lips are touchin' mine
After all the hurt and all this time
But I believe that sometimes losers win
Yesterday just passed my way again
I should have known the tears I made you cry
Would never mean we'd really say goodbye
Tonight sweetheart we're back were we began
Yesterday just passed my way again
They say you can't turn back the hands of time
But tonight I'm holdin' the hands that once were mine
And you're lovin' me as if the world might end
Yesterday just passed my way again
Yesterday just passed my way againEmbedShare URLCopyEmbedCopy"
1,Don Everly,Love at Last Sight,"The barroom is closin'
And the bartender sacks me six to go
There's two losers left here
Me and some girl I don't know
We walk out together
With no-one to hold through the night
And out on the street, our lonely eyes meet
And we know we've found at last sight
Love at love sight
We've no voice, no choice in the matter
Love at last sight
'Cause we're all that's left of together
We reach out our hands
Then we touch
Then we hang on for life
Everyone's gone and we're all alone
And we know we've found love at last sight
Everyone's gone and we're all alone
And we know we've found at last sightEmbedShare URLCopyEmbedCopy"
2,Don Everly,Brother Jukebox,"Brother Jukebox, sister wine
Mother freedom, father time
Since she left me by myself
You're the only family I've got left
Brother Jukebox, sister wine
Mother freedom, father time
Since she left me by myself
You're the only family I've got left
I go down to the same old café
Where I try to wash my troubles away
I'm still down and I'm still all alone
But it beats stayin' home all night long
Brother Jukebox, sister wine
Mother freedom, father time
Since she left me by myself
You're the only family I've got left
You're the only family I've got leftEmbedShare URLCopyEmbedCopy"
3,Don Everly,Did It Rain,"She slipped off softly in the early morning rain
Up on a hillside for a place to hide her pain
Breaking the cobwebs from the branches of the pine
Asking forgiveness for me and my short time
And did it rain, and did it rain
And is there a such place called empty
And did it rain, and did it rain
And is there such place called time left on your mind
I know the writer of the song she sadly sings
She rides a pony and her cape flies in the wind
Checking the dew-drops on the branches of the corn
She rides to keep her strange appointment with the dawn
And did it rain, and did it rain
And is there a such place called empty
And did it rain, and did it rain
And is there such place called time left on your mind
And did it rain, and it rain
And is there a such place called empty
And did it rain, and did rain
And is there such place called time that’s on your mindEmbedShare URLCopyEmbedCopy"
4,Don Everly,Lettin’ Go,"Our love lost all inspiration
God knows we tried hangin’ on
But we’re tired of misty conversations
Darling the time has finally come
For lettin’ go
It all started like a fever
Love so warm, so easy to hold
But love left, it slipped through our fingers
Darling the time has finally come
For lettin’ go
Somewhere along the line
Love just drifted away, drifted away
I guess we were just too close to know
Kiss me, baby, let it linger
Darling the timе has finally come
For lettin’ goEmbedShare URLCopyEmbedCopy"
5,Don Everly,Turn the Memories Loose Again,"I don’t look like that picture
But I know that it’s me
And I don’t sound the same way I did then
But I can sing an old song
Made famous way back when
And I can turn the memories loose again
I never thought of money
They just told me it was there
A brand new car for a brand new millionaire
But fame can be a feather that’s caught up in the wind
And I can turn the memories loose again
Dreams that disappeared can come alive today
The love you thought was gone, still lingers in a song
I’ve seen the world through windows from busеs, cars and planes
Success can be a freedom or a chain
I don’t rеgret one moment, all I did was sing
And I can turn the memories loose again
Dreams that disappeared can come alive today
The love you thought was gone, still lingers in a song
I don’t regret one moment all I did was sing
And I can turn the memories loose again
And I can turn the memories loose againEmbedShare URLCopyEmbedCopy"
6,Don Everly,Do You Love Me,"Do you love me
Make up your mind
Do you need me
For real this time
My darling can’t you see
You mean more than life to me
Do you love me
Do you love me
I’m giving up
This heart can’t stand
To live its life
At your command
Love, it’s gotta give
You’ve gotta let me know
Before I fall some more
Do you love me
Do you love me
Love, it’s gotta give
You’ve gotta let me know
Before I fall some more
Do you love me
Do you love mеEmbedShare URLCopyEmbedCopy"
7,Don Everly,Jack Daniels Old No. 7,"A woman wrings her hands and cries “I've lost my man”
You should-a seen him roll the diesel 'cross the land
Now you'll find him up on Lynchburg, Tennessee
Collecting bottles in his old dungarees
At the Silver Dollar Saloon
Gonna break him out here soon
Jack Daniel's Old No 7
Tennessee sour-mash whiskey
Jack Daniel's Old No 7
Tennessee sour-mash whiskey
Bogie Bogart cried, “Lauren, let's sail to sea
And when I'm dyin' have another drink for me”
Now you’ll find him up on Lynchburg all the time
They keep him waiting, at the end of the line
At the honky-tonky parade
Look at all thе parts he played
Jack Daniels Old No 7
Tеnnessee sour-mash whiskey
Jack Daniels Old No 7
Tennessee sour-mash whiskey
Jack Daniels Old No 7
Tennessee sour-mash whiskeyEmbedShare URLCopyEmbedCopy"
8,Don Everly,My Friend,"Don't think the road's that easy
Walk away or run
Don't think the light's that easy
No matter where it's from
Life's the illusion, ain't it fun
Well this one is mine, my friend
Hold life the way you want to
When it falls in your hand
Listen to what you're saying
And try to understand
Is this life you really planned?
Well, this one is mine, my friendEmbedShare URLCopyEmbedCopy"
9,Don Everly,"Oh, What a Feeling","It must be love
Oh what a feeling
I sit at home alone
I wait here by the phone
I know you'll never call
Oh what a feeling
It must be love
Although it's bitter
It must be love
I can't forget her
The days turn into weeks
You're letters I shall keep
The ones you didn't write
Oh what a feeling
It must be love
Oh what a feeling
It must be love
Oh what a feelingEmbedShare URLCopyEmbedCopy"
