,Artist,Song,Lyrics
60,The Weeknd,Hardest to Love,"[Intro].No, yeah.Oh, yeah.Oh, yeah.Yeah, uh..[Verse 1].You try with me so many times, yeah.You're cryin' out behind the smiles.And I can see right through the lies.Yeah, yeah, yeah, yeah, yeah.And what we had is dead inside, yeah.You're actin' like it's still alive, ayy.And you still wanna make it right, yeah.I know..[Chorus].But I've been the hardest to love.You're tryna let me go, yeah.And I can see it, I can see it.I've been the hardest to love.It's hard to let me go, yeah.And I can feel it, I can feel it (Oh, yeah)..[Verse 2].I don't feel it anymore (Yeah).The house I bought is not a home (No).Together we are so alone.Yeah, yeah, yeah, yeah, yeah (Oh).Don't regret the day we met (We met).Don't forget that time we spent (We spent).Forget that we're in different beds.I know.[Chorus].'Cause I've been the hardest to love.You're tryna let me go, yeah.And I can see it, I can see it.I've been the hardest to love.It's hard to let me go, yeah.And I can feel it, I can feel it..[Bridge].I can't, can't believe you want me.After all the heartbreaks, after all I've done, oh-oh-oh (Oh, oh, oh).No, I can't, can't believe you trust me (Trust me).After all the rough days, you still call me up (Me up, oh-oh-oh)..[Chorus].'Cause I've been the hardest to love.You're tryna let me go, (Tryna let me go) yeah.And I can see it, I can see it (I can see it).I've been the hardest to love (Love, baby).You're tryna let me go, yeah.And I can feel it, I can feel it."
61,The Weeknd,Scared To Live,"[Verse 1].When I saw the signs, I shoulda let you go (Yeah, yeah).But I kept you beside me.And if I held you back, at least I held you close (Yeah).Should have known you were lonely..[Pre-Chorus].I know things will never be the same.Time we lost will never be replaced.I'm the reason you forgot to love..[Chorus].So don't be scared to live again.Be scared to live again.No, don't be scared to live again.Be scared to live again..[Verse 2].You always miss the chance to fall for someone else (Uh, uh).'Cause your heart only knows me.They try to win your love, but there was nothing left (Uh).They just made you feel lonely (Hey)..[Pre-Chorus].I am not the man I used to be.Did some things I couldn't let you see.Refuse to be the one who taints your heart.[Chorus].So don't be scared to live again.Be scared to live again.No, don't be scared to live again.Be scared to live again (Hey)..[Post-Chorus].I hope you know that, I hope you know that.I've been praying that you find yourself.I hope you know that, I hope you know that.We fell apart, right from the start..[Bridge].I should have made you my only.When it's said and done..[Chorus].So don't be scared to live again.Be scared to live again.I said don't be scared to live again.Be scared to live again (Oh)..[Post-Chorus].I hope you know that, I hope you know that.I've been praying that you find yourself.I hope you know that, I hope you know that."
62,The Weeknd,Live For,"[Verse 1: The Weeknd].Getting sober for a day got me feeling too low (Oh).They tryna make me slow down.Tryna tell me how to live, I'm about to lose control (Lose control, oh).Well they can watch me fuck it up all in one night.I'm in my city in the summer, camo'd out, leather booted, kissing bitches in the club.They wanna threesome (Threesome), then some (Then some).Spend whatever come in, fuck an income.Me and my niggas we ain't never going broke.And you, have to, do it all.Just to know where it gets you.Living dreams we can never afford.Now, we sitting in the back, sayin'..[Chorus: The Weeknd].This the shit that I live for, this the shit that I live for.This the shit that I live for, with the people I'd die for.This the shit that I live for, this the shit that I live for.This the shit that I live for, with the people I'd die for.This the shit that I live for, this the shit that I live for.This the shit that I live for, with the people I'd die for.This the shit that I live for, this the shit that I live for.This the shit that I live for, with the people I'd die for..[Verse 2: Drake].Yeah.This the shit that I live for, this the shit that I'd die for.This the shit you can't fake, dawg, this the shit you need God for.How long do you think it's gon' take for y'all to fall?.That's a serious question, 'cause I seriously question all of y'all.Been touring the world, man, I've done spent racks in all the malls.And they know my story, flaws and all.I still got plaques hanging wall to wall, dawg.She just offered a strip tease, but she don't look like Demi Moore.Hips all on 45, waist all on 24.And it's all love in the city, still scream, ""XO!"" when that Henny pour.But I'm that boy, not just any boy, what the fuck you think that I'm in it for?.Roll up in that thing, got hoes like Prince, but they know, I'm king.Chubbs might hold that thing, if he get caught, he'll be home by spring.Things I shouldn't share, I mean, for the sake of my career.I'm not tryna stunt, I'm just tellin' you the truth, I swear.This the shit that I live for with the people I'd die for.This the shit you can't fake, dawg, this the shit you need God for.This that shit we really gotta talk about in person.There's some shit I need to work on, but I know you see me working, nigga, Champagne.[Chorus: The Weeknd].This the shit that I live for, this the shit that I live for.This the shit that I live for, with the people I'd die for.This the shit that I live for, this the shit that I live for.This the shit that I live for, with the people I'd die for.This the shit that I live for, this the shit that I live for.This the shit that I live for, with the people I'd die for.This the shit that I live for, this the shit that I live for."
63,The Weeknd,Gone,"[Part I]..[Verse 1].I got you.I got a hold of you.You said you out to see.How we roll.Well then take a seat, oh yeah.Well, take a seat.And watch your ass go..[Pre-Hook].Break it, drop it, drink it, spill it.Baby, touch your body, body.You gotta taste it, feel it, I've been on it baby.Don't you worry, you gotta keep up..[Hook].Cause I've been gone, I've been gone.I've been gone, I've been gone..[Verse 2].Girl.Why don't you fuck what you heard, baby.Cause I been gone.You can see for yourself, little lady.Girl, I lit a little something.Something something, for you.There's enough to pass around.Yeah, yeah, yea yea yea yea.[Pre-Hook].Oh well just.Break it, drop it, drink it, spill it.Baby, touch your body, body.You gotta taste it, feel it, I've been on it baby.Don't you worry, don't you worry, you gotta keep up..[Hook].Cause I've been gone.I've been gone, I've been gone, I've been gone.I've been gone, I've been gone.I've been gone, I've been gone, I've been gone..[Breakdown].I've been gone..[Part II]..[Verse 3].Hope I make it home.You'll be thinking of it.I got the whole city on my side, tonight, tonight.Watch us rock it out.Watch us leave the ground.After the show is done.You can take me to yours.But my lungs so muddy.I love the way it tastes.Drink it till I'm ugly baby.Fuck me while I'm faded.Feel that through my denims.Baby girl, I gotcha.I'm only 21 so I do it when I wanna.Gone from the codeine, 'methazine, lean.Got me feelin' kinda weak.And it's kinda hard to breathe.But you're turning 23, so I'll fuck you if you need.In your birthday suit.I'ma give you what you fiend, oh.But I ain't taking off my black boots.I'm fallin'.Cause I'm numb from the neck down.I'm sorry.You won't know that I can't feel it.I can win a fuckin' Oscar.By the way I fuckin' hid it.And you'll never fuckin' know.I'll never fuckin' show it.Except when I be wheezy from another cup of potion.Dirty Sprite toastin'.Fast life, fuck slow.Low life for life.[Outro].Let the meds flow, let the night flow.I'm so gone, let these meds flow.I'm so gone, let these meds flow.I'm so gone, I'm so gone.Woah, woah, oh.Said I'm gone, gone, gone.Woah oh.I'm so gone."
64,The Weeknd,Adaptation,"[Intro].When the sun comes up, you're searching for a love.So your heart won't lead you to anyone.When the sun goes down, I know what you become.You become awake, unlike the rest of us..[Sample].The afternoon has gently passed me by.The evening spreads its sail against the sky.Waiting for tomorrow.Just another day.As I bid yesterday goodbye..[Verse 1].I lay my head on a thousand beds.It's been a test to see how far a man.Can go without himself.I think I lost the only piece that held it all in place.Now my madness is the only love I let myself embrace.I could've stayed..[Chorus].But I chose the lie.I chose the life.Then I realized.She might have been the one.I let it go.For a little fun.I made a trade.Gave away our days.For a little fame.Now I'll never see your face.But it's okay I adapted anyway.[Verse 2].Adapted to these models.Who's adapted to the bottle.They take it down like water.Just to burn away their sorrows.I'll stay up ‘til tomorrow.Just to tear down all their morals.And all is fair in Love and War.She's pure..[Bridge].So pure, like the love that's so uncut and raw.And clean, so clean, as opposed to what I offered..[Chorus].Because I chose the lie.I chose the life.Then I realized.She might have been the one.I let it go.For a little fun.I made a trade.Gave away our days.For a little fame.Now I'll never see your face.But it's okay I adapted anyway.[Bridge 2].She might just be the one.She might just be the one.She might just be the one.She might just be the one..[Sample].The afternoon has gently passed me by.The evening spreads its sail against the sky.Waiting for tomorrow.Just another day.God bid yesterday goodbye."
65,The Weeknd,The Birds Pt. 2,"(Crying/Gunshot)..[Intro].Whoa, with a nigga like me.Whoa, with a nigga like me..[Verse 1].She said please, mercy me, mercy me.Let me fall outta love, before you fuck her, before you fuck her.She begged me, she gave me all her pills.Now my back hurts, she lost control..[Hook].Now she pleading, she on the floor, she on the floor.Baby got her pleading, she on the floor, she on the floor.She said it won't be long before she falls out of love.It won't be long before she falls out of love..[Bridge: Martina Topley-Bird & The Weeknd].Sandpaper kisses, papercut bliss.Don't know what this is, but it all leads to this.You're gonna leave her.You have deceived her.You're just a bird.Just a bird.[Verse 2].I tried to kiss you.But you never let me miss you.But you never let me miss you.I thought I told you.I'm not him, I'm not him.Look what you did, nobody forced your hand.And don't you fall for a nigga like me, I begged, I begged..[Hook].Now you're pleading, she on the floor, she on the floor.Now you're pleading, she on the floor, she on the floor.She said it won't be long before she falls out of love.It won't be long, before she falls out of love..[Bridge: Martina Topley-Bird & The Weeknd].Sandpaper kisses, papercut bliss (Oh, my love).Don't know what this is, but it all leads to this.You're gonna leave her (If she only knew).You have deceived her.You're just a bird.Just a bird..[Outro].Just a bird.(Just a bird).Just a bird.(Just a bird).Just a bird.(Just a bird).Just a bird.(Just a bird).Just a bird.(Just a bird).Just a bird."
66,The Weeknd,Too Late,"[Intro].No-no, no-no, no-no-no..[Verse 1].I let you down, I led you on.I never thought I'd be here without you.Don't let me drown inside your arms.Bad thoughts inside my mind.When the darkness comes, you're my light, baby.My light, baby, my light when it's dark, yeah.I'm too high, baby, too high, baby.'Cause I know right now, that I lost it (Hey)..[Chorus].It's way too late to save our souls, baby (Oh, oh, yeah).It's way too late, we're on our own (Baby, on my own).I made mistakes, I did you wrong, baby (Oh, oh, yeah).It's way too late to save my—..[Verse 2].I can't trust (I can't trust) where I live (Where I live) anymore (Anymore, anymore, anymore).Sources say (Sources say) that we're done (That we're done), how would they know? (They know, 'cause they know, 'cause they know).We're in Hell, it's disguised as a paradise with flashing lights.I just wanna believe there's so much more (Hey, hey, hey)..[Chorus].It's way too late to save our souls, baby (Oh, oh, yeah).It's way too late, we're on our own (Baby, on my own).I made mistakes, I did you wrong, baby (Oh, oh, yeah).It's way too late to save my—.[Bridge].And, ooh, I tell myself I should get over you.I said, ooh, I know I'd rather be all over you trying, trying, but I, I just want your body.Riding slow on top of me, girl, on top of me.I want you, babe, ooh-ooh..[Chorus].It's way too late (Late) to save our souls, baby (Souls, baby, oh, oh, yeah).It's way too late, we're on our own (Baby, on my own).I made mistakes (Mistakes), I did you wrong, baby (Oh, baby, oh, oh, yeah)."
67,The Weeknd,Professional,"[Intro].It's ideal, oh.You need someone to tell you how to feel.And you think your happiness is real.There's so much more the world has to reveal.But you choose to be concealed.So you're somebody now.But what's a somebody in a nobody town.I don't think you even know it.So you're somebody now.But what's a somebody in a nobody town.You made enough to quit a couple years ago.But it consumes you.It's everywhere you go.And just the thought alone got you trippin'.Got you losing your mind.And I don't blame you.It's everything you know.But I own this time, this ain't new.Now I decide when we're through..[Chorus].I love, you love.This love.We're professional.I know, you know.We're sophisticated.At loving....We're professional.[Verse 1].What does it mean, oh.When your heart's already numb.You're professional.Won't treat it like it's personal.No, 'cause it's just love.It always makes its way back around.It's dispensable.To fall is unacceptable.'Cause everything you've been through made you stronger.And every day you learn about yourself.And nothing really played out how it's supposed to.Depending on somebody else's wealth.But now you know the value of a dollar.And girl I make enough of it to spend.I love the way you've put yourself together.I love the way you make that body bend.For me again, oh yeah..[Chorus].I love, you love.This love.We're professional.I know, you know.We're sophisticated.At loving....[Verse 2].All of those nights you were up barely holding your own.Girl, you've got it made.Had you blaming yourself for when life did you wrong.Now, you've got it made.Getting rich to the drums of your favorite song.Girl, you've got it made.Because your freedom was here in this cage all along.Oooh, how did you drain all the soul from your eyes.How did you teach, teach yourself how to smile.In a world where your dreams can't be real, no.Every touch that you sell is a lie..[Chorus].I love, you love.This love.We're professional.I know, you know.We're sophisticated.At loving....We're professional."
68,The Weeknd,All I Know,"[Intro: The Weeknd].(Woo, ooh-ooh, oh-oh, oh-oh-oh-oh-oh-oh.Woo, ooh-ooh, woo, ooh, oh-oh-oh-oh-oh-oh)..[Verse 1: The Weeknd].The reasons I can't have you, are so easy to fix.I didn't really plan to, but I'ma do it for thi-i-is.The reasons I can't have you, isn't so complicated.Baby, if you let me, I won't hesita-a-ate..[Chorus: The Weeknd].All I know, all I know is this.All I know, all I know is this.All I know, all I know, all I know, all I know is this.All I know, all I know, all I know, all I know is this.(Yeah, yeah, yeah, yeah)..[Verse 2: The Weeknd].I know there's been stigma 'round me.I know you heard things about me.You sleep one eye closed, too scared to get heartbroke.Heard too many lies told, don't make this shit my fault.I could tell why you would doubt me.I hit one time, you can't live without me.Girl I'm just peakin', I'm just tryna be on top of you, on top of you, ooh.[Chorus: The Weeknd & Future].All I know (All I know, all I know, all I).All I know is this (All I know, all I know, all I).All I know (All I know, all I know, all I know).All I know is this (All I know, all I know, all I know, all I know).All I know, all I know, all I know, all I know is this.All I know, all I know, all I know, all I know is this.Is this, is this..[Interlude: The Weeknd].(Woo, ooh-ooh, oh-oh, oh-oh-oh-oh-oh-oh.Woo, ooh-ooh, woo, ooh, oh-oh-oh-oh-oh-oh.Woo, ooh-ooh, oh-oh, oh-oh-oh-oh-oh-oh.Woo, ooh-ooh, woo, ooh, oh-oh-oh-oh-oh-oh.Woo, ooh-ooh, oh-oh, oh-oh-oh-oh-oh-oh.Woo, ooh-ooh, woo, ooh, oh-oh-oh-oh-oh-oh)..[Verse 3: Future & The Weeknd].S-s-sleep with one eye open.I'm terrified to get my heart broke.Blood talkin' like a Piru.Fuck with me, nigga, you gon' die slow (Gang).Lamborghini make you Crip walk (Skrrt).I'm smashin' off with my side ho.Full of these medicals, bitches, got several.She eat the dick up like it's an edible.Then I get back to my capital.I got the Glock on the passenger.I got these tropical fantasies.They gon' remember my legacy.Hang out the roof of the Ghost.The cash in my pocket spill right on the floor.The cash in my pocket spill out on the floor.When the cash overflow, let the cash overflow.I done fucked a bitch that bougie (Yeah).Have you ever, ever fucked a bitch that bougie? (Oh-ooh-ooh).I done fucked a bitch that bougie.I done, I done, I done fucked a bitch that bougie (Oh, ooh).I done fucked a bitch conceited.I done fucked a few, few bitches conceited (Oh, yeah).We just wanna say we did it.We just wanna say we did it (They say).I know like you know.I keep that trigger beside me (Keep that trigg').I know like you know.You just another body (Oh).I know like you know.I keep that trigger beside me (Keep that trigg') (Oh, oh).I know like you know.You just another body (Just another body).Have you fucked a bitch this pretty?.Hit her on the first night and went and bought titties.Have you fucked a bitch this pretty?.Hit her on the first night and went and bought titties (Bought what?).Niggas always sneak dissin'.We gon' continue fuckin' they bitches.I ain't just fucking that bitch.I been the one makin' love to that bitch.[Chorus: Future].All I know (All I know, all I know, all I).All I know is this (All I know, all I know, all I).All I know (All I know, all I know, all I know).All I know is this.All I know, all I know, all I know, all I know....All I know, all I know, all I know, all I know is this.All I know, all I know, all I know, all I know is this.All I know, all I know, all I know, all I know is this."
69,The Weeknd,Lonely Star,"[Intro: Valerie].Yes, all I could say is yes.Promise me you won't regret me like the tattoos on my skin.Like the wrong pill.Promise me when they all love you that you’ll remember me.When you fuck them, you'll see my face.My body is yours.Every Thursday..[Verse 1: The Weeknd].It seems like pain and regret are your best friends (Ooh, oh yeah).Cause everything you do leads to them, why?.Run, run.Yeah, but baby, I could be your best friend, ooh, ooh.And baby, I could fuck you right (Ooh whoa)..[Hook: The Weeknd].Baby, you could have it all (Ooh yeah).Baby, you could have it all (Ooh yeah).Baby, you can have the cars, the clothes, the jewels, the sex, the house.Baby, you could be a star, oh yeah.Baby, you could have it all.Baby, you could have it all.Baby, you can have the cars, the clothes, the jewels, the sex, the house.Baby, you could be a star.[Verse 2: The Weeknd].Woah.Blaming all your sins on your best friends, ohh, oh yeah.And nothing's never ever your fault.And nothing's your fault baby, no.Well baby, you don't need your best friends (Woah).Yeah, cause I got everything you want (Woo, ehh yeah)..[Hook: The Weeknd].Baby, you could have it all (Ooh baby).Baby, you could have it all (Ooh yeah).Baby, you can have the cars, the clothes, the jewels, the sex, the house.Baby, you could be a star, baby you could be a star.Baby, you could have it all (Ooh).Baby, you could have it all (Ooh yeah).Baby, you can have the cars, the clothes, the jewels, the sex, the house.Baby, you could be a star (Oh yeah).[Interlude: Valerie].If, all I could say is yes.Promise me you won't regret me like the tattoos on my skin.Like the wrong pill.Promise me when they all love you that you’ll remember me.When you fuck them, you'll see my face.My body is yours.Give them any other day but Thursday.You belong to me.Every Thursday.I'll wait for you.I'll be beautiful for you.Every Thursday.I exist.Only on Thursday.[Outro: The Weeknd & Valerie].Ohh, ohh.Not on Monday, Tuesday, Wednesday, Friday, Saturday, Sunday.But on Thursday, Thursday.Not on Monday, Tuesday, Wednesday, Friday, Saturday, Sunday.But on Thursday, Thursday (Ooh)."
70,The Weeknd,Same Old Song,"[Verse 1: The Weeknd].Where were you when I needed you eight months ago?.All your girlfriends talkin' bout me, now you ringin' up my phone.I bet you miss me now baby, I bet you'd kiss me now baby.Especially since you know that this ain't nothin' and I only just begun..[Bridge: The Weeknd].You never thought that I would ever go this far.You said potential could never last this long.Well baby, I've been alone for almost all my life.What makes you think that you can ever do me right..[Chorus: The Weeknd].You're the same old song.You're the same old song.You're the same old song.You're the same old song.The same old song..[Verse 2: The Weeknd].And now I'm poppin' yea.Ain't nobody showed me how.I made it big poppin' yeah.Tell me how you like me now.I swear I loved you girl.And you probably went and fucked the world.Well you can take another shot everytime you hear me playin' in the club.[Bridge: The Weeknd].You never thought that I would ever go this far.You said potential could never last this long.Well baby, I've been alone for almost all my life.What makes you think that you can ever do me right..[Chorus: The Weeknd].You're the same old song.You're the same old song.You're the same old song.You're the same old song.The same old song..[Outro: Juicy J].Listen to that shit, man.The Weeknd music make the ladies panties get wet!.Jam that shit my nigga.I'm high as a motherfucker.I don't give a shit.I'm going to the strip club.I'm throwing 30 thousand dollars nigga, 30 thousand!.Fuck that shit.Spend that shit nigga, it's Christmas!.Shutthefuckup!."
71,The Weeknd,Belong To the World,"[Intro].The wind in the sky.Please gather the clouds.And close the way of the wind.I need to make the beautiful dancer.Like a muse, so I can keep looking at her.Too bad if you forget about me.I have to live with it.We swear by God we will be together forever.Now I'm worried God will take your soul.Because you broke your promise.Like the fire which guards light up to search things.Burns up in the night.And fades into the daylight.Just as my love and thoughts of you.Burn in the night and fade into the sun..[Verse 1].I know you want your money, girl.'Cause you do this every day, okay.The way you doubt your feelings.And look the other way.Well, it's something I relate to.Your gift of nonchalance.But nobody's ever made me fall in love.With this amount of touch, well.[Pre-Chorus].I'm not a fool.I just love that you're dead inside (That you're dead inside).I'm not a fool, I'm just lifeless too.But you taught me how to feel.When nobody ever would.And you taught me how to love.When nobody ever could..[Chorus].Ooh girl, I know I should leave you.And learn to mistreat you.'Cause you belong to the world.And ooh girl, I wanna embrace you.Domesticate you.But you belong to the world.You belong to the world..[Verse 2].And I know that I'm saying too much.Even though I'd rather hold my tongue, yeah.And I'll pull you closer holding on to.Every moment 'til my time is done, yeah.And this ain't right, you've been the only one to make me smile.In so long, I've succumbed to what I've become, oh baby.[Pre-Chorus].I'm not a fool (I'm not a fool).I just love that you're dead inside (That you're dead inside).I'm not a fool, (Oh no) I'm just lifeless too (I'm just lifeless too).But you taught me how to feel (You taught me how to feel).When nobody ever would (When nobody ever would).And you taught me how to love (You taught me how to love).When nobody ever could (Oh babe, oh babe)..[Chorus].Ooh girl, I know I should leave you (I know I should leave you).And learn to mistreat you (And learn to mistreat you).'Cause you belong to the world (Ooh yeah, ooh yeah).And ooh girl, I wanna embrace you (Oh babe, I wanna embrace you).Domesticate you (Domesticate you).But you belong to the world (Oh baby)..[Bridge].You belong to the world, you belong to the world.You belong to the loneliness of filling every need.Oh no, you belong to the world, you belong to the world.You belong to the temporary moments of a dream..[Chorus].Ooh girl, I know I should leave you.And learn to mistreat you.'Cause you belong to the world, ooh yeah.And ooh girl, I want to embrace you.Domesticate you.But you belong to the world.[Outro].You belong to the world.You belong to the world.You belong to the world."
72,The Weeknd,Ordinary Life,"[Verse 1].Heaven in her mouth, got a hell of a tongue.I can feel her teeth when I drive on a bump.Fingers letting go of the wheel when I cum.Whe-wheel when I cum, whe-wheel when I cum.David Carradine, I'ma die when I cum.She just givin' head, she don't know what I done.Like I'm James Dean, I'ma die when I'm young.Die when I'm young, die when I'm young..[Pre-Chorus].Heaven knows that I've been told.Paid for the life that I chose.If I could, I'd trade it all.Trade it for a halo.And she said that she'll pray for me.I said, ""It's too late for me"".'Cause I think it's safe to say.....[Chorus].This ain't ordinary life.This ain't ordinary life.This ain't ordinary life.This ain't ordinary life.No ordinary life.This ain't ordinary life.This ain't ordinary life.This ain't ordinary life.[Verse 2].Valhalla is where all the righteous are led.Mulholland's where all the damned will be kept.Devil on my lap and a cross on my neck.Cross on my neck, cross on my neck.Over 45, I'ma drift on a bend.Do a buck 20, I'ma fly off the edge.Everybody said it would hurt in the end.Hurt in the end, but I feel nothin'..[Pre-Chorus].She said that she'll pray for me.I said, ""It's too late for me"".'Cause I think it's safe to say.....[Chorus].This ain't ordinary life.This ain't ordinary life.This ain't ordinary life.This ain't ordinary life.No ordinary life.This ain't ordinary life.This ain't ordinary life.This ain't ordinary life..[Bridge].Angels all singin' in monasteries, yeah.My soul is burning in LaFerraris.Father, sorry, Father, sorry.Halos are given to ordinary lives.No, but this ain't ordinary life.[Chorus].This ain't ordinary life.This ain't ordinary life.This ain't ordinary life.No ordinary life.This ain't ordinary life.This ain't ordinary life.This ain't ordinary life.No ordinary life."
73,The Weeknd,Pretty,"[Verse 1].Somebody told me it was pointless for me to come back.Into your arms.Said you fucked another man.Finally, I knew this day would come.Whoa oh oh.Cause I see fear in your eyes.You've been living out your life.As long as you know that when I land you're mine.It's been exactly 365 since I've seen your face.I've been living on the road.And you've been living all alone, at home.Girl I hope, he made you satisfied (you did).Well baby I won't cry.As long as you know that when I land you're mine..[Hook].And you will never feel so pretty.And you will never feel this beautiful.When I make it there.Oh when I make it there..[Verse 2].There are certain things that I've come to understand.Expectations can kill a simple man, simple woman.I try to master the art, of that far away love.But only so much can keep a woman warm.Now it's times like this that I say to myself.We've been living in a cold, cold world, cold world.But at least I have you to rely.Even if for a short time.As long as you know when I land you're mine.[Hook].And you will never feel so pretty.And you will never feel this beautiful.When I make it there.Oh when I make it there.And he can't make you feel this pretty.No, he won't make you feel this beautiful.When I make it there.Oh when I make it there..(Breakdown - The Weeknd harmonizing)..[Hook].And you will never feel so pretty.And you will never feel this beautiful.When I make it there.Oh when I make it there.And he can't make you feel this pretty.No, he won't make you feel this beautiful.When I make it there.Oh when I make it there.And you will never feel so pretty.And you will never feel this beautiful.When I make it there.Oh when I make it there.And he can't make you feel this pretty.No, he won't make you feel this beautiful.When I make it there.Oh when I make it there.[Outro (French)].Quand une putain de colombe blanche chante sa chanson.C'est tout ce qu'on entend.Les jours se défilent comme de la ficelle dans le vent.Embobiné dans ma toile, je les dévoile à nouveau.10 ans mon ami, que rien d'autre ne compte.Elle n'était qu'une gamine à ce moment.Souffrant d'un cœur brisé, une douleur très profonde."
74,The Weeknd,As You Are,"[Verse 1].It's just me and you.They couldn't see what I see in you, yeah.'Cause I believe in you.You're the only one I choose..[Pre-Chorus 1].Even though you break my heart.Even though you break my heart, baby.I know what we are, our love's too young.Even though you break my heart, my love.I'ma need you, I'ma need you, I'ma need you, yeah..[Chorus].Show me your broken heart and all your scars.Baby I'll take, I'll take, I'll take, I'll take you as you are.I'll take you as you are, yeah.Show me your broken parts and all your flaws.Baby, I'll take, I'll take, I'll take, I'll take you as you are.I'll take you as you are, yeah..[Verse 2].It's just you and I.Ooh, yeah.Just a phase in our little lie, yeah.We can sex all night.Ooh, woah.I see the want to in your eyes.[Pre-Chorus 2].But you know I'll break your heart, your heart.Cause I know what we are, our love's too young.Even though I'll break your heart, your heart.I'ma need you, I'ma need you, I'ma need you, yeah..[Chorus].Show me your broken heart and all your scars.Baby, I'll take, I'll take, I'll take, I'll take you as you are.I'll take you as you are.Show me your broken parts and all your flaws.Baby, I'll take, I'll take, I'll take, I'll take you as you are.I'll take you as you are, yeah, yeah..[Interlude].Oh, oh, hey-ey.You know it, you know I know it, baby.No, no, yeah, you know it, you know I know it, baby.You know, you know, you know.You know, know, oh.You know, know, baby..[Outro].As I am.Baby, won't you take me as I am?.As I am, as I am, as I am.Baby, won't you take me as I am?.As I am, as I am.As I am, baby, won't you take me as I am?.As I am, as I am.As I am, baby, won't you take me as I am?."
75,The Weeknd,Enemy,"[Intro].Oh oh, oh oh.So back, I'm so bad, I'm so bad..[Verse 1].Can I be honest with you please?.It's really hard for me to speak right now.Girl, I been drinkin' all day.It's been a long week.Can't you tell by my face?.I wanna lose myself between your legs.I wanna make your body shake.Girl, if you drink this fifth, no chase.I promise you'll have nothing to say, nothing to say..[Bridge].'Cause the least I deserve is no conversation.I been working all week.I'd rather be your enemy.Than any friend you think I would be..[Hook].I'm just tryin' take you home without a word.And I'm just trying to kiss your neck without a word.Girl, I'm just trying to lay you down without a word.Girl, I'm just trying to get you high without a word.Girl, I'm just trying to make you numb without a word.Girl, I'm just trying to make you cum without a word.Girl, I'm just trying to make you sleep without a word.And I'm just trying to let you leave without a word.Please, please, please.Let me, let me, let me.Let me, get what I want this time.Ooh yeah, ooh yeah, ooh yeah..[Verse 2].I forgot what it feels to regret my sins.I need that old thing back lately.You can help me out baby.You remind me of a feeling that I used to have.So I don't know what to expect from you tonight.But I'm not trying to waste nobody's time.I'm just trying to find material, some inspiration.We can put it in a song, if you want..[Bridge].But the least I deserve is no conversation.I been working all week.I'd rather be your enemy.Than any friend you think I would be, oh yeah..[Hook].I'm just tryin' take you home without a word.And I'm just trying to kiss your neck without a word.And I'm just trying to lay you down without a word.And I'm just trying to get you high without a word.And I'm just trying to make you numb without a word.And I'm just trying to make you cum without a word.And I'm just trying to make you sleep without a word.Girl, I'm just trying to let you leave without a word.Without a word.Please, please, please.Ooh, let me, let me, let me.Let me, get what I want this time..[Verse 3].I'll never fall for a girl like you.I'll never understand what you're going through.But your body wild and your head game too.You lookin' at my nigga, you can have him too.'Cause baby, I ain't cuffing, girl, I hope you knew.There ain't nothin' wrong, you can pick and choose.Just don't call tomorrow askin' ""What did I do?"".Girl, you know what you did, all to blame is you..[Bridge].Now the least I deserve is no conversation.I been working all week.I'd rather be your enemy.Than any friend you think I would be..[Hook].I'm just tryin' take you home without a word.Girl, I'm just trying to kiss your neck without a word.Girl, I'm just trying to lay you down without a word.Girl, I'm just trying to get you high without a word.Girl, I'm just trying to make you numb without a word.Girl, I'm just trying to make you cum without a word.Girl, I'm just trying to make you sleep without a word."
76,The Weeknd,Love In The Sky,"[Verse 1].There's no one inside.But you're free to relax.If you commit to this ride.There's no turning back.You've been here before.Remember these sheets?.This world's not for us.It's not what it seems..[Bridge].You'll learn to love how to dream, dream.You'll learn to love how to dream, dream..[Verse 2].There's no need to hide.Don't overreact.You said you've been to the sky.We'll go beyond that.You've been here before, girl.Remember these sheets.This world's not for us.It's not what it seems..[Bridge].You'll learn to love how to dream, dream.You'll learn to love how to dream, dream.I could teach you to dream, oooh.[Hook].We'll find our love in the sky.We'll find our love in the sky.We'll find our love in the sky.We'll find our love in the sky.We'll find our love in the sky.We'll find our love in the sky..[Verse 3].How does it feel?.Do you feel like you did before?.Do you see the world getting small?.How does it feel, are you free?.As for me, I've been getting grown.As for me, I've been getting old.As for me, I’ve been flying around the world.I’ve been killing these shows.But I'm always getting high.Cause my confidence low.And I'm always in a rush.Ain't no time to fuck slow.And even if I try.It's not something I would know.But I'm sure I'll make you cum.Do it three times in a row.And I'm sure you would have left.Put that pussy in control.Got that pussy in control.I got it in control.Control, control, control."
