,Artist,Song,Lyrics
30,Billie Eilish,​idontwannabeyouanymore,"Don't be that way
Fall apart twice a day
I just wish you could feel what you say
Show, never tell
But I know you too well
Kind of mood that you wish you could sell

If teardrops could be bottled
There'd be swimming pools filled by models
Told, ""A tight dress is what makes you a whore""
If ""I love you"" was a promise
Would you break it, if you're honest?
Tell the mirror what you know she's heard before
I don't wanna be you
Anymore

Hands, hands getting cold
Losing feeling is getting old
Was I made from a broken mold?
Hurt, I can't shake
We've made every mistake
Only you know the way that I break
If teardrops could be bottled
There'd be swimming pools filled by models
Told, ""A tight dress is what makes you a whore""
If ""I love you"" was a promise
Would you break it, if you're honest?
Tell the mirror what you know she's heard before
I don't wanna be you
I don't wanna be you
I don't wanna be you
"
31,Billie Eilish,​bury a friend,"Billie

What do you want from me? Why don't you run from me?
What are you wondering? What do you know?
Why aren't you scared of me? Why do you care for me?
When we all fall asleep, where do we go?

Come here
Say it, spit it out, what is it exactly
You're payin'? Is the amount cleanin' you out? Am I satisfactory?
Today, I'm thinkin' about the things that are deadly
The way I'm drinkin' you down
Like I wanna drown, like I wanna end me

Step on the glass, staple your tongue (Ahh)
Bury a friend, try to wake up (Ah-ahh)
Cannibal class, killing the son (Ahh)
Bury a friend, I wanna end me

I wanna end me
I wanna, I wanna, I wanna… end me
I wanna, I wanna, I wanna…
What do you want from me? Why don't you run from me?
What are you wondering? What do you know?
Why aren't you scared of me? Why do you care for me?
When we all fall asleep, where do we go?

Listen
Keep you in the dark, what had you expected?
Me to make you my art and make you a star
And get you connected?
I'll meet you in the park, I'll be calm and collected
But we knew right from the start that you'd fall apart
'Cause I'm too expensive
It's probably somethin' that shouldn't be said out loud
Honestly, I thought that I would be dead by now (Wow)
Calling security, keepin' my head held down
Bury the hatchet or bury a friend right now

The debt I owe, gotta sell my soul
'Cause I can't say no, no, I can't say no
Then my limbs all froze and my eyes won't close
And I can't say no, I can't say no
Careful
Step on the glass, staple your tongue (Ahh)
Bury a friend, try to wake up (Ah-ahh)
Cannibal class, killing the son (Ahh)
Bury a friend, I wanna end me
I wanna end me
I wanna, I wanna, I wanna… end me
I wanna, I wanna, I wanna…

What do you want from me? Why don't you run from me?
What are you wondering? What do you know?
Why aren't you scared of me? Why do you care for me?
"
32,Billie Eilish,​i love you,"It's not true
Tell me I’ve been lied to
Crying isn't like you, ooh
What the hell did I do?
Never been the type to
Let someone see right through, ooh

Maybe won't you take it back?
Say you were tryna make me laugh
And nothing has to change today
You didn’t mean to say ""I love you""
I love you and I don't want to, ooh

Up all night on another red-eye
I wish we never learned to fly
Maybe we should just try
To tell ourselves a good lie
Didn't mean to make you cry

Maybe won't you take it back?
Say you were tryna make me laugh
And nothing has to change today
You didn't mean to say ""I love you""
I love you and I don't want to, ooh
The smile that you gave me
Even when you felt like dying

We fall apart as it gets dark
I'm in your arms in Central Park
There's nothing you could do or say
I can’t escape the way I love you
I don’t want to, but I love you, ooh
Ooh, ooh
"
33,Billie Eilish,Your Power,"Try not to abuse your power
I know we didn't choose to change
You might not wanna lose your power
But havin' it's so strange

She said you were a hero
You played the part
But you ruined her in a year
Don't act like it was hard
And you swear you didn't know (Didn't know)
No wonder why you didn't ask
She was sleepin' in your clothes (In your clothes)
But now she's got to get to class

How dare you?
And how could you?
Will you only feel bad when they find out?
If you could take it all back
Would you?

Try not to abuse your power
I know we didn't choose to change
You might not wanna lose your power
But havin' it's so strange
I thought that I was special
You made me feel
Like it was my fault, you were the devil
Lost your appeal
Does it keep you in control? (In control)
For you to keep her in a cage?
And you swear you didn't know (Didn't know)
You said you thought she was your age

How dare you?
And how could you?
Will you only feel bad if it turns out
That they kill your contract?
Would you?

Try not to abuse your power
I know we didn't choose to change
You might not wanna lose your power
But power isn't pain

Mmm
Ooh
La-la-la-la-la, hmm
"
34,Billie Eilish,​wish you were gay,"""Baby, I don't feel so good,"" six words you never understood
""I'll never let you go,"" five words you'll never say (Aww)
I laugh along like nothing's wrong, four days has never felt so long
If three's a crowd and two was us, one slipped away (Hahahahahahahaha)

I just wanna make you feel okay
But all you do is look the other way
I can't tell you how much I wish I didn't wanna stay
I just kinda wish you were gay

Is there a reason we're not through?
Is there a 12 step just for you?
Our conversation's all in blue
11 ""heys"" (Hey, hey, hey, hey)
Ten fingers tearin' out my hair
Nine times you never made it there
I ate alone at 7, you were six minutes away
(Yay)

How am I supposed to make you feel okay
When all you do is walk the other way?
I can't tell you how much I wish I didn't wanna stay
I just kinda wish you were gay
To spare my pride
To give your lack of interest an explanation
Don't say I'm not your type
Just say that I'm not your preferred sexual orientation
I'm so selfish
But you make me feel helpless, yeah
And I can't stand another day
Stand another day

I just wanna make you feel okay
But all you do is look the other way, hmm
I can't tell you how much I wish I didn't wanna stay
I just kinda wish you were gay
I just kinda wish you were gay
"
35,Billie Eilish,No Time To Die,"I should have known
I'd leave alone
Just goes to show
That the blood you bleed is just the blood you owe
We were a pair
But I saw you there
Too much to bear
You were my life, but life is far away from fair
Was I stupid to love you?
Was I reckless to help?
Was it obvious to everybody else?

That I'd fallen for a lie
You were never on my side
Fool me once, fool me twice
Are you death or paradise?
Now you'll never see me cry
There's just no time to die

I let it burn
You're no longer my concern, mmm
Faces from my past return
Another lesson yet to learn
That I'd fallen for a lie
You were never on my side
Fool me once, fool me twice
Are you death or paradise?
Now you'll never see me cry
There's just no time to die

No time to die, mmm
No time to die, ooh

Fool me once, fool me twice
Are you death or paradise?
Now you'll never see me cry
"
36,Billie Eilish,Therefore I Am,"I'm not your friend
Or anything, damn
You think that you're the man
I think, therefore, I am
I'm not your friend
Or anything, damn
You think that you're the man
I think, therefore, I am

Stop, what the hell are you talking about? Ha
Get my pretty name out of your mouth
We are not the same with or without
Don't talk 'bout me like how you might know how I feel
Top of the world, but your world isn't real
Your world's an ideal

So go have fun
I really couldn't care less
And you can give 'em my best, but just know

I'm not your friend
Or anything, damn
You think that you're the man
I think, therefore, I am
I'm not your friend
Or anything, damn
You think that you're the man
I think, therefore, I am
I don't want press to put your name next to mine
We're on different lines, so I
Wanna be nice enough, they don't call my bluff
'Cause I hate to find
Articles, articles, articles
Rather you remain unremarkable (Got a lotta)
Interviews, interviews, interviews
When they say your name, I just act confused

Did you have fun?
I really couldn't care less
And you can give 'em my best, but just know

I'm not your friend
Or anything, damn
You think that you're the man
I think, therefore, I am
I'm not your friend
Or anything, damn
You think that you're the man
I think, therefore, I am

I'm sorry
I don't think I caught your name
I'm sorry
I don't think I caught your name
I'm not your friend (I'm not your friend)
Or anything, damn
You think that you're the man (They wanna, they can try)
I think, therefore, I am (I am)
I'm not your friend (Friend)
Or anything, damn (They wanna)
You think that you're the man (You're the man)
"
37,Billie Eilish,​​ocean eyes,"I've been watchin' you for some time
Can't stop starin' at those ocean eyes
Burning cities and napalm skies
Fifteen flares inside those ocean eyes
Your ocean eyes

No fair
You really know how to make me cry
When you give me those ocean eyes
I'm scared
I've never fallen from quite this high
Fallin' into your ocean eyes
Those ocean eyes

I've been walkin' through a world gone blind
Can't stop thinkin' of your diamond mind
Careful creature made friends with time
He left her lonely with a diamond mind
And those ocean eyes

No fair (No fair)
You really know how to make me cry
When you give me those ocean eyes (Those ocean eyes)
I'm scared (I'm scared)
I've never fallen from quite this high
Fallin' into your ocean eyes
Those ocean eyes
(Seye naeco esoht)
(Seye naeco ruoy otni 'nillaf)
Da-da-da-da-da, da-da-da-da-da (Hgih siht etiuq morf nellaf reven ev'I)
(Deracs m'I) Da-da-da-da-da-da
Da-da-da (Seye naeco esoht em evig uoy nehw)
Mmm (Yrc em ekam ot woh wonk yllaer uoy)
Mmm (Riaf on)

No fair
You really know how to make me cry
When you give me those ocean eyes
I'm scared
I've never fallen from quite this high
Fallin' into your ocean eyes
"
38,Billie Eilish,​my future,"I can't seem to focus
And you don't seem to notice I'm not here
I'm just a mirror
You check your complexion
To find your reflection's all alone
I had to go

Can't you hear me?
I'm not comin' home
Do you understand?
I've changed my plans

'Cause I, I'm in love
With my future
Can't wait to meet her
And I (I), I'm in love
But not with anybody else
Just wanna get to know myself

I know supposedly I'm lonely now (Lonely now)
Know I'm supposed to be unhappy
Without someone (Someone)
But aren't I someone? (Aren't I someone? Yeah)
I'd (I'd) like to be your answer (Be your answer)
'Cause you're so handsome (You're so handsome)
But I know better
Than to drive you home
'Cause you'd invite me in
And I'd be yours again

But I (I), I'm in love (Love, love, love, love)
With my future
And you don't know her (Ooh)
And I, I'm in love (Love, love)
But not with anybody here
"
39,Billie Eilish,​bellyache,"Mind
Mind

Sittin' all alone
Mouth full of gum
In the driveway
My friends aren't far
In the back of my car
Lay their bodies

Where's my mind?
Where's my mind?

They'll be here pretty soon
Lookin' through my room
For the money
I'm bitin' my nails
I'm too young to go to jail
It's kinda funny

Where's my mind?
Where's my mind?
Where's my mind?
Where's my mind?
Maybe it's in the gutter
Where I left my lover
What an expensive fake
My V is for Vendetta
Thought that I'd feel better
But now I got a bellyache
(Mind)

Everything I do
The way I wear my noose
Like a necklace
I wanna make 'em scared
Like I could be anywhere
Like I'm reckless

I lost my mind
I don't mind
Where's my mind?
Where's my mind?

Maybe it's in the gutter
Where I left my lover
What an expensive fake
My V is for Vendetta
Thought that I'd feel better
But now I got a bellyache
(Bellyache, bellyache, bellyache, bellyache
Bellyache, bellyache)
Maybe it's in the gutter
Where I left my lover
What an expensive fake
My V is for Vendetta
Thought that I'd feel better
"
40,Billie Eilish,​you should see me in a crown,"Bite my tongue, bide my time
Wearing a warning sign
Wait 'til the world is mine
Visions I vandalize
Cold in my kingdom size
Fell for these ocean eyes

You should see me in a crown
I'm gonna run this nothing town
Watch me make 'em bow
One by one by one
One by one by
You should see me in a crown
Your silence is my favorite sound
Watch me make 'em bow
One by one by one
One by one by one

Count my cards, watch them fall
Blood on a marble wall
I like the way they all scream
Tell me which one is worse
Living or dying first
Sleeping inside a hearse (I don't dream)
You say, ""Come over, baby
I think you're pretty""
I'm okay, I'm not your baby
If you think I'm pretty

You should see me in a crown
I'm gonna run this nothing town
Watch me make 'em bow
One by one by one
One by one by
You should see me in a crown
Your silence is my favorite sound
Watch me make 'em bow
One by one by one
One by one by one


Crown
I'm gonna run this nothing town
Watch me make 'em bow
One by one by one
One by one by
You should see me in a crown (You should see me, see me)
Your silence is my favorite sound (You should see me, see me)
Watch me make 'em bow
One by one by one
"
41,Billie Eilish,​xanny,"What is it about them?
I must be missing something
They just keep doing nothing
Too intoxicated to be scared
Better off without them
They're nothing but unstable
Bring ashtrays to the table
And that's about the only thing they share

I'm in their secondhand smoke
Still just drinking canned Coke
I don't need a Xanny to feel better
On designated drives home
Only one who's not stoned
Don't give me a Xanny, now or ever

Can you check your Uber rating? Oh my god
(And it's like, wait, like, when?)

Wakin' up at sundown (Ooh)
They're late to every party (Ooh)
Nobody's ever sorry (Ooh)
Too inebriated now to dance
Morning as they come down (Come down)
Their pretty heads are hurting (Hurting)
They're awfully bad at learning (Learning)
Make the same mistakes, blame circumstance
I'm in their secondhand smoke
Still just drinking canned Coke
I don't need a Xanny to feel better
On designated drives home
Only one who's not stoned
Don't give me a Xanny, now or ever

Please don't try to kiss me on the sidewalk
On your cigarette break
I can't afford to love someone
Who isn't dying by mistake in Silver Lake

What is it about them?
I must be missing something
They just keep doin' nothing
Too intoxicated to be scared
Hmm, hmm
Hmm, mmm, mmm, mmm, mmm
Come down
Hurting
"
42,Billie Eilish,​all the good girls go to hell,"My Lucifer is lonely

Standing there, killing time
Can't commit to anything but a crime
Peter's on vacation, an open invitation
Animals, evidence
Pearly Gates look more like a picket fence
Once you get inside 'em
Got friends but can't invite them

Hills burn in California
My turn to ignore ya
Don't say I didn't warn ya

All the good girls go to Hell
'Cause even God herself has enemies
And once the water starts to rise
And Heaven's out of sight
She'll want the Devil on her team

My Lucifer is lonely
Look at you needing me
You know I'm not your friend without some greenery
Walk in wearin' fetters
Peter should know better
Your cover up is caving in
Man is such a fool, why are we saving him?
Poisoning themselves now
Begging for our help, wow
Hills burn in California
My turn to ignore ya
Don't say I didn't warn ya

All the good girls go to Hell (All the good girls go to Hell)
'Cause even God herself (God herself) has enemies
And once the water starts to rise (Water starts to rise)
And Heaven's out of sight
She'll want the Devil on her team

My Lucifer is lonely
There's nothing left to save now
My god is gonna owe me
There's nothing left to save now
Haha!
"
43,Billie Eilish,​ilomilo,"Told you not to worry
But maybe that's a lie
Honey, what's your hurry?
Won't you stay inside?
Remember not to get too close to stars
They're never gonna give you love like ours

Where did you go?
I should know, but it's cold
And I don't wanna be lonely
So show me the way home
I can't lose another life

Hurry, I'm worried

The world's a little blurry
Or maybe it's my eyes
The friends I've had to bury
They keep me up at night
Said I couldn't love someone
'Cause I might break
If you're gonna die, not by mistake
So, where did you go?
I should know, but it's cold
And I don't wanna be lonely
So tell me you'll come home
Even if it's just a lie

I tried not to upset you
Let you rescue me the day I met you
I just wanted to protect you
But now I'll never get to

Hurry, I'm worried

Where did you go?
I should know, but it's cold
And I don't wanna be lonely
Was hoping you'd come home
"
44,Billie Eilish,COPYCAT,"Don't be cautious, don't be kind
You committed, I'm your crime
Push my button anytime
You got your finger on the trigger, but your trigger finger's mine

Silver dollar, golden flame
Dirty water, poison rain
Perfect murder, take your aim
I don't belong to anyone, but everybody knows my name

By the way, you've been uninvited
'Cause all you say are all the same things I did

Copycat tryna cop my manner
Watch your back when you can't watch mine
Copycat tryna cop my glamour
Why so sad, bunny? Can't have mine

Call me calloused, call me cold
You're italic, I'm in bold
Call me cocky, watch your tone
You better love me, 'cause you're just a clone
By the way, you've been uninvited
'Cause all you say are all the same things I did

Copycat tryna cop my manner
Watch your back when you can't watch mine
Copycat tryna cop my glamour
Why so sad, bunny? Can't have mine

Mine
I would hate to see you go
Hate to be the one that told you so
You just crossed the line
You've run out of time
I'm so sorry, now you know
Sorry I'm the one that told you so
Sorry, sorry, I'm sorry, sorry
Psych

By the way, you've been uninvited
'Cause all you say are all the same things I did

Copycat tryna cop my manner
Watch your back when you can't watch mine
Copycat tryna cop my glamour
"
45,Billie Eilish,​my strange addiction,"No, Billy, I haven't done that dance since my wife died
There’s a whole crowd of people out there who need to learn how to do The Scarn

Don't ask questions you don't wanna know
Learned my lesson way too long ago
To be talkin’ to you, belladonna
Shoulda taken a break, not an Oxford comma
Take what I want when I wanna
And I want ya

Bad, bad news
One of us is gonna lose
I'm the powder, you're the fuse
Just add some friction

You are my strange addiction
You are my strange addiction
My doctors can't explain
My symptoms or my pain
But you are my strange addiction

I'm really, really sorry, I think I was just relieved
To see that Michael Scarn got his confidence back
Yeah, Michael, the movie is amazing
It's like, one of the best movies I've ever seen in my life
Deadly fever, please don't ever break
Be my reliever ’cause I don’t self medicate
And it burns like a gin and I like it
Put your lips on my skin and you might ignite it
Hurts, but I know how to hide it, kinda like it (Teh)

Bad, bad news
One of us is gonna lose
I'm the powder, you’re the fuse
Just add some friction

You are my strange addiction
You are my strange addiction
My doctors can't explain
My symptoms or my pain
But you are my strange addiction

Bite my glass, set myself on fire
Can't you tell I'm crass? Can’t you tell I'm wired?
Tell me nothing lasts, like I don't know
You could kiss my— asking about my motto
You should enter it in festivals or carnivals
Thoughts? Pretty good reaction
Pretty cool... right?

You are my strange addiction
You are my strange addiction
My doctors can't explain
My symptoms or my pain
But you are my strange addiction

Did you like it? Did you like that?
"
46,Billie Eilish,​listen before i go,"Take me to the rooftop
I wanna see the world when I stop breathing
Turnin' blue
Tell me love is endless, don't be so pretentious
Leave me like you do (Like you do)

If you need me, wanna see me
Better hurry 'cause I'm leavin' soon

Sorry can't save me now
Sorry I don't know how
Sorry there's no way out (Sorry)
But down
Hmm, down

Taste me, the salty tears on my cheek
That's what a year-long headache does to you
I'm not okay, I feel so scattered
Don't say I'm all that matters
Leave me, déjà vu (Hmm)

If you need me, wanna see me
You better hurry, I'm leavin' soon
Sorry can't save me now (Sorry)
Sorry I don't know how (Sorry)
Sorry there's no way out (Sorry)
But down
Hmm, down

Call my friends and tell them that I love them
And I'll miss them
But I'm not sorry
Call my friends and tell them that I love them
And I'll miss them
"
47,Billie Eilish,​watch,"Lips meet teeth and tongue
My heart skips eight beats at once
If we were meant to be, we would have been by now
See what you wanna see, but all I see is him right now

I'll sit and watch your car burn
With the fire that you started in me
But you never came back to ask it out
Go ahead and watch my heart burn
With the fire that you started in me
But I'll never let you back to put it out

Your love feels so fake
And my demands aren't high to make
If I could get to sleep, I would have slept by now
Your lies will never keep, I think you need to blow 'em out

I'll sit and watch your car burn
With the fire that you started in me
But you never came back to ask it out
Go ahead and watch my heart burn
With the fire that you started in me
But I'll never let you back to put it out
When you call my name
Do you think I'll come runnin'?
You never did the same
So good at givin' me nothin'
When you close your eyes, do you picture me?
When you fantasize, am I your fantasy?
Now you know
Now I'm free

I'll sit and watch your car burn
With the fire that you started in me
But you never came back to ask it out
Watch my heart burn
With the fire that you started in me
But I'll never let you back to put it out

Ooh, never let you back
Let you back, let you back
Never gonna let you back
"
48,Billie Eilish,​hostage,"I wanna be alone
Alone with you, does that make sense?
I wanna steal your soul
And hide you in my treasure chest
I don't know what to do
To do with your kiss on my neck
I don't know what feels true
But this feels right, so stay a sec
Yeah, you feel right, so stay a sec

And let me crawl inside your veins
I'll build a wall, give you a ball and chain
It's not like me to be so mean, you're all I wanted
Just let me hold you
Like a hostage

Gold on your fingertips
Fingertips against my cheek
Gold leaf across your lips
Kiss me until I can't speak
Gold chain beneath your shirt
The shirt that you let me wear home
Gold's fake and real love hurts
But nothing hurts when I'm alone
When you're with me and we're alone
And let me crawl inside your veins
I'll build a wall, give you a ball and chain
It's not like me to be so mean, you're all I wanted
Just let me hold you
Hold you
Like a hostage
"
49,Billie Eilish,​my boy,"(Three and four and)
Ba-ba-da, ba-ba-da-ba-da
Mmm, mmm

My boy's bein' sus, he was shady enough
But now he's just a shadow
My boy loves his friends like I love my split ends
And by that, I mean he cuts 'em off
(What?)

My boy, my boy, my boy
Don't love me like he promised
My boy, my boy, my boy
He ain't a man and sure as hell ain't honest

My boy's bein' sus and he don't know how to cuss
He just sounds like he's tryna be his father (Who are you?)
My boy's an ugly crier but he's such a pretty liar
And by that, I mean he said he'd change

My boy, my boy, my boy
Don't love me like he promised
My boy, my boy, my boy
He ain't a man and sure as hell ain't honest
My boy, my-my boy, my friends
I love-love, I-I love-love my split ends
My boy (Love, love, love, love, love, love)
My-my boy (Love, love, love, love, love, love)
My boy, my (Love, love, love, love, love, love, love, love)
(Alright, dude, go trip over a knife)

My boy, my boy, my boy
Don't love me like he promised
My boy, my boy, my boy
He ain't a man and sure as hell ain't honest

You want me to be yours? Well, then you gotta be mine
And if you want a good girl, then goodbye
You want me to be yours? Well, then you gotta be mine
"
50,Billie Eilish,Six Feet Under,"Help, I lost myself again
But I remember you
Don't come back
It won't end well
But I wish you'd tell me to

Our love is six feet under
I can't help but wonder
If our grave was watered by the rain
Would roses bloom?
Could roses bloom
Again?

Retrace my lips
Erase your touch
It's all too much for me
Blow away
Like smoke in air
How can you die carelessly?

Our love is six feet under
I can't help but wonder
If our grave was watered by the rain
Would roses bloom?
Could roses bloom?
They're playin' our sound
Layin' us down tonight
And all of these clouds
Crying us back to life
But you're cold as a knife

Six feet under
I can't help but wonder
If our grave was watered by the rain
Bloom
Bloom
Again

Help, I lost myself again
"
51,Billie Eilish,Bored,"Ah, ah

The games you played were never fun
You'd say you'd stay but then you'd run, ah

Giving you what you're begging for
Giving you what you say I need
I don't want any settled scores
I just want you to set me free
Giving you what you're begging for
Giving you what you say I need, say I need

I'm not afraid anymore
What makes you sure you're all I need? (I need)
Forget about it
When you walk out the door and leave me torn
You're teaching me to live without it
Bored, I'm so bored, I'm so bored, so bored

I'm home alone, you're God-knows-where
I hope you don't think that shit's fair, ah
Giving you all you want and more
Giving you every piece of me
I don't want love I can't afford
I just want you to love for free
Can't you see that I'm getting bored?
Giving you every piece of me, piece of me

I'm not afraid anymore
What makes you sure you're all I need?
Forget about it
When you walk out the door and leave me torn
You're teaching me to live without it
Bored, I'm so bored, I'm so bored, so bored

Giving you what you're begging for
Giving you what you say I need
I don't want any settled scores
I just want you to set me free
Giving you what you're begging for
Giving you what you say I need, say I need

I'm not afraid anymore
What makes you sure you're all I need?
Forget about it
And when you walk out the door and leave me torn
"
52,Billie Eilish,8,"Wait a minute, let me finish
I know you don't care
But can you listen?
I came committed, guess I overdid it
Wore my heart out on a chain
Around my neck, but now it's missin', hmm

Da-da-da-da-da-da (Hmm)
Da-da-da-da-da-da-da (Hmm, hmm, hmm, hmm)
Oh, hmm, hmm

So I think I better go
I never really know how to please you
You're lookin' at me like I'm see-through
I guess I'm gonna go
I just never know how you feel
Do you even feel anything?

Da-da-da-da-da-da-da
Da-da-da-da-da-da-da
Oh, hmm, hmm
You said, ""Don't treat me badly""
But you said it so sadly
So I did the best I could
Not thinkin' you would have left me gladly
I know you're not sorry
Why should you be?
'Cause who am I to be in love
When your love never is for me?
Me

Da-da-da-da-da-da-da (Hmm)
Da-da-da-da-da-da-da (Hmm, hmm, hmm, hmm)
Oh, hmm, hmm

So I think I better go
I never really know how to please you
You're lookin' at me like I'm see-through
I guess I'm gonna go
I just never know how you feel
"
53,Billie Eilish,NDA,"Did you think I'd show up in a limousine? (No)
Had to save my money for security
Got a stalker walkin' up and down the street
Says he's Satan and he'd like to meet
I bought a secret house when I was seventeen (Ha)
Haven't had a party since I got the keys
Had a pretty boy over, but he couldn't stay
On his way out, made him sign an NDA, mm
Yeah, I made him sign an NDA
Once was good enough
'Cause I don't want him havin' shit to say, oh-oh

You couldn't save me, but you can't let me go, oh, no
I can crave you, but you don't need to know, oh-oh

Mm, mm-mm, mm
30 Under 30 for another year (Another year)
I can barely go outside, I think I hate it herе (I think I hate it here)
Maybе I should think about a new career
Somewhere in Kaua'i where I can disappear
I've been havin' fun gettin' older now
Didn't change my number, made him shut his mouth (Shut his mouth, yeah)
At least I gave him somethin' he can cry about
I thought about my future, but I want it now, oh-oh
Want it now, mm-mm-mm
You can't give me up
You couldn't save me, but you can't let me go, oh, no
I can crave you, but you don't need to know, oh-oh

Did I take it too far?
Now I know what you are
You hit me so hard
I saw stars
Think I took it too far
When I sold you my heart
How'd it get so dark?
I saw stars
"
54,Billie Eilish,​bitches broken hearts,"You can pretend you don't miss me (Me)
You can pretend you don't care
All you wanna do is kiss me (Me)
Oh, what a shame, I'm not there
You can pretend you don't miss me (Me)
You can pretend you don't care
All you wanna do is kiss me (Me)
Oh , what a shame, I'm not there

What is it you want?
You can lie, but I know that you're not fine
Every time you talk
It's all 'bout me, but you swear I'm not on your mind

You can pretend you don't miss me (Me)
You can pretend you don't care
All you wanna do is kiss me (Me)
Oh, what a shame, I'm not there

Everybody knows
You and I are suicide and stolen art (Art)
Pretty mama sews
Stitches into all your bitches' broken hearts
You can pretend you don't miss me (Me)
You can pretend you don't care
All you wanna do is kiss me (Me)
Oh, what a shame, I'm not there

Somebody new is gonna comfort you
Like you want me to
Somebody new is gonna comfort me
Like you never do

Every now and then, it hits me
That I'm the one that got away
But I guess being lonely fits me
"
55,Billie Eilish,​​come out and play,"Hmm-mm

Wake up and smell the coffee
Is your cup half full or empty?
When we talk, you say it softly
But I love it when you're awfully quiet
Hmm-mm, quiet
Hmm-mm

You see the piece of paper
Could be a little greater
Show me what you could make her
You'll never know until you try it
Hmm-mm
And you don't have to keep it quiet

And I know it makes you nervous
But I promise you, it's worth it
To show 'em everything you kept inside
Don't hide, don't hide
Too shy to say, but I hope you stay
Don't hide away
Come out and play
Look up, out of your window
See snow, won't let it in though
Leave home, feel the wind blow
'Cause it's colder here inside in silence
And you don't have to keep it quiet

Yeah, I know it makes you nervous
But I promise you, it's worth it
To show 'em everything you kept inside
Don't hide, don't hide
Too shy to say but I hope you stay
Don't hide away
"
56,Billie Eilish,​​party favor,"Hey, leave a message

Hey, call me back when ya get this
Or when you've got a minute
We really need to talk
Wait, you know what?
Maybe just forget it
'Cause by the time you get this
Your number might be blocked

""Stay"" and ""blah blah blah""
You just want what you can't have
No way
I'll call the cops
If you don't stop, I'll call your dad

And I hate to do this to you on your birthday
Happy birthday, by the way
""It's not you, it's me"" and all that other bullshit
You know that's bullshit
Don'tcha, babe?
I'm not your party favor
Look, now I know we coulda done it better
But we can't change the weather
When the weather's come and gone
Books don't make sense if you read 'em backwards
You'll single out the wrong words
Like you mishear all my songs

You'll hear ""stay"" and ""blah blah blah""
You just want what you can't have
No way
I'll call the cops
If you don't stop, I'll call your dad

And I hate to do this to you on your birthday
Happy birthday by the way
""It's not you, it's me"" and all that other bullshit
You know that's bullshit
Don'tcha, babe?
"
57,Billie Eilish,6.18.18*,"Our time is up
Your eyes are shut
I won't get to tell you what
I needed you to know
It's dark enough
The moonlight doesn't show
And all my love
Could never bring you home

There's no more stars to find
And I'm too far behind
And I'd love to let you go
I'd love to let you go
You're all that's on my mind
I called a thousand times
And I have to let you go
But I love you more and more than you could know

I sat alone
Awaited your reply
Was driven home
When I started to cry
I should've known
I should've said goodbye
I only hoped
I would've had more time
There's no more stars to find
And I'm too far behind
And I'd love to let you go
I'd love to let you go
You're always on my mind
When I called a thousand times
And I have to let you go
But I love you more and more than you could know-oh

Oh-uh-uh-uh-uh-uh-uh-uh
Da-da-da-da-da, da-da-ra-da
We're both too young
To live and die this way
A sunny summer day
With so much left to say
Not 21
The 18th hell to pay
The day you couldn't stay
You made me wanna pray
But I think God's fake

There's no more stars to find
And I'm too far behind
And I'd love to let you go
I'd love to let you go
You're all that's on my mind
When I called a thousand times
And I have to let you go
But I love you more and more and more and more and more
More and more, more and more and more than you will ever know
You will never know
"
58,Billie Eilish,​goodbye,"Please, please
Don't leave﻿ me
Be

It's not true
Take me to the rooftop
Told you not to worry
What do you want from me?
Don't ask questions
Wait a minute
Don't you know I'm no good for you?
Baby, I don't feel so good
And all the good girls go ﻿to Hell
Bite my tongue, bide my time
What is it about them?
"
59,Billie Eilish,Male Fantasy,"Home alone, tryin' not to eat
Distract myself with pornography
I hate the way she looks at me
I can't stand the dialogue, she would never be
That satisfied, it's a male fantasy
I'm goin' back to therapy

'Cause I loved you then and I love you now
And I don't know how
Guess it's hard to know when nobody else comes around
If I'm getting over you
Or just pretending to
Be alright, convince myself I hate you

(Want me to sing in here?)
(Okay)

I got a call from a girl I used to know
We were inseparablе years ago
Thought we'd get along, but it wasn't so
And it's all I think about whеn I'm behind the wheel
I worry this is how I'm always gonna feel
But nothing lasts, I know the deal
But I loved you then and I love you now
And I don't know how
Guess it's hard to know when nobody else comes around
If I'm getting over you
Or just pretending to
Be alright, convince myself I hate you

Can't get over you
No matter what I do
"
60,Billie Eilish,Oxytocin,"Can't take it back once it's been set in motion
You know I love to rub it in like lotion
If you only pray on Sunday, could you come my way on Monday?
'Cause I like to do things God doesn't approve of if She saw us

She couldn't look away, look away, look away
She'd wanna get involved, involved, involved
And what would people say, people say, people say
If they listen through the wall, the wall, the wall?

I can see it clear as day
You don't really need a break
Wanna see what you can take
You should really run away

I wanna do bad things to you (To you)
I wanna make you yell (Yell)
I wanna do bad things to you (To you)
Don't wanna treat you well (Well)

Can't take it back once it's been set in motion
You know I need you for the oxytocin
If you find it hard to swallow, I can loosen up your collar
'Cause as long as you're still breathing
Don't you even think of leaving
Not gonna wanna look away, look away, look away
You're gonna wanna get involved, involved, involved
And what would people say, people say, people say
If they listen through the wall, the wall, the wall?

I can see it clear as day
You don't really need a break
Wanna see what you can take
You should really run away
Other people wouldn't stay
Other people don't obey
You and me are both the same
You should really run away

Bad things
To you
I wanna do bad things to you
I wanna make you yell
I wanna do bad things to you
"
